group,n,mean,std,min,max,ks_vs_ava_mean,ks_p_vs_ava_mean,wasserstein_vs_ava_mean,ks_vs_ava_width,ks_p_vs_ava_width,wasserstein_vs_ava_width,pred_width_mean,pred_width_std
ava_test,2321,5.510701958242546,0.7672988266326234,3.0700831413269043,7.559326171875,0.0,1.0,0.0,0.0,1.0,0.0,1.52334820541109,0.12407655019758601
east_asia,186,5.152562251655004,0.5885315689023932,3.661292314529419,6.607114791870117,0.30615974760600967,8.28528300578017e-15,0.382588906100883,0.1142837949901091,0.020376044426861487,0.02738112113365047,1.4972709680116305,0.11159942713905818
south_asia,289,5.34586562499868,0.6162722418232195,3.541814088821411,7.074018478393555,0.16072299107442356,2.8715557106404478e-06,0.20444925711649847,0.05495483542024154,0.40342842935299134,0.015344595841016221,1.5081522468877087,0.1264956417453772
mena,212,5.676002802713862,0.6242262220105806,3.927136182785034,7.028618812561035,0.1243242584117126,0.004453503976373388,0.17701739072993497,0.07180338663393299,0.2557586182274136,0.018255032668443142,1.5065879939862017,0.10893760862933555
