group,identifier,border_centre_ratio,attention_entropy
ava_test,720255,1.4026329517364502,0.9002364189838117
ava_test,20371,1.1732940673828125,0.8712519378220208
ava_test,772011,0.3495026230812073,0.9322800998665531
ava_test,652882,0.0,0.0
ava_test,270496,0.5217010378837585,0.9092192117431428
ava_test,571296,0.5554636716842651,0.9079905034185825
ava_test,701925,1.2612264156341553,0.9175689986865665
ava_test,417900,0.6178457736968994,0.9561079522601259
ava_test,240304,0.9822764992713928,0.8593919365543006
ava_test,865452,0.31313687562942505,0.9119415847691211
ava_test,395793,0.0933932289481163,0.8975572566034133
ava_test,327357,0.929474413394928,0.8912557415431107
ava_test,321273,0.16618521511554718,0.9063511185995093
ava_test,606137,0.23217302560806274,0.9182735498074602
ava_test,64452,0.38617047667503357,0.935391178671029
ava_test,605734,0.2145816832780838,0.9289861828741269
ava_test,381233,0.40147703886032104,0.9164470315749489
ava_test,646178,0.14648348093032837,0.8846433790669077
ava_test,758974,0.07473812997341156,0.8991181043157654
ava_test,588000,0.33551540970802307,0.9249581056661977
ava_test,76582,0.7731420993804932,0.9098971752684749
ava_test,925201,1.1553415060043335,0.9125296504890988
ava_test,692559,0.6316664814949036,0.9292940171379078
ava_test,730495,1.9170101881027222,0.7795137233239671
ava_test,697021,0.7306699752807617,0.9182301257544032
ava_test,767530,0.49879512190818787,0.9153378067382002
ava_test,609931,0.5215223431587219,0.8839492721362198
ava_test,303978,0.33259791135787964,0.9208314995184596
ava_test,83311,0.24856208264827728,0.9291778328903499
ava_test,251319,0.22778089344501495,0.9320782132004175
ava_test,255491,9.74064826965332,0.7663747206653463
ava_test,6160,0.48441362380981445,0.8930885250262792
ava_test,718927,0.8504642248153687,0.8966734149007328
ava_test,739497,0.6164154410362244,0.9071325605803949
ava_test,230847,0.04800548031926155,0.8922513098236138
ava_test,405846,0.536770224571228,0.9011617245975682
ava_test,619910,0.3648340106010437,0.9239686464185639
ava_test,901187,0.35832497477531433,0.8875766969926243
ava_test,86135,0.36351531744003296,0.9187827142761456
ava_test,395407,1.4960496425628662,0.8700043672286873
ava_test,634208,0.42617297172546387,0.8955179466562856
ava_test,427155,1.0929478406906128,0.8784525237272485
ava_test,190304,0.4269869327545166,0.8815426147946399
ava_test,234443,2.8572983741760254,0.8731435314896543
ava_test,458455,0.09169939905405045,0.9125245832131296
ava_test,247588,3.1229941844940186,0.8265159289018856
ava_test,85762,1.4723494052886963,0.9082684779261279
ava_test,772265,0.11899591237306595,0.9114480254318099
ava_test,19621,1.0641148090362549,0.9005567232542483
ava_test,624977,0.6610426306724548,0.9039778535931271
ava_test,785469,0.47297748923301697,0.8991086098392992
ava_test,861523,0.20966778695583344,0.9266552958969468
ava_test,556922,0.32475513219833374,0.9439942232815033
ava_test,882936,0.04202195629477501,0.8927511541745546
ava_test,60876,0.10269415378570557,0.9117421939229133
ava_test,493643,0.7193841934204102,0.9101793849593158
ava_test,765977,1.195649266242981,0.8746836237973094
ava_test,710114,0.0501822829246521,0.9126579154923489
ava_test,466480,0.6900823712348938,0.8899532695711477
ava_test,373715,0.6350237727165222,0.8706699028554743
ava_test,83866,0.3353745937347412,0.9464975860942252
ava_test,271287,0.9383008480072021,0.9124499953337468
ava_test,27707,0.021135617047548294,0.8921702416769628
ava_test,850733,0.2924686372280121,0.9037874064404753
ava_test,259530,0.1705676168203354,0.925144708727299
